,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
6125,Maruti Swift Dzire Vdi BSIV,2011.0,265000.0,60000.0,Diesel,Individual,Manual,0.0,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0
6126,Volkswagen Polo 1.2 MPI Comfortline,2016.0,395000.0,40000.0,Petrol,Individual,Manual,1.0,16.2,1199.0,74.0,110Nm@ 3000-4300rpm,5.0
6127,Volkswagen Polo 1.2 MPI Comfortline,2016.0,385000.0,40000.0,Petrol,Individual,Manual,1.0,16.2,1199.0,74.0,110Nm@ 3000-4300rpm,5.0
6128,Maruti Wagon R LXI Minor,2009.0,142000.0,70000.0,Petrol,Individual,Manual,1.0,18.9,1061.0,67.0,84Nm@ 3500rpm,5.0
6129,Hyundai i10 Era,2009.0,160000.0,35000.0,Petrol,Individual,Manual,0.0,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5.0
6130,Tata Indigo CS LX (TDI) BS III,2012.0,180000.0,50000.0,Diesel,Individual,Manual,2.0,19.09,1396.0,69.0,135Nm@ 2500rpm,5.0
6131,Honda City V MT,2013.0,480000.0,42462.0,Petrol,Dealer,Manual,0.0,16.8,1497.0,116.3,146Nm@ 4800rpm,5.0
6132,Maruti Swift VDI BSIV,2015.0,470000.0,54723.0,Diesel,Dealer,Manual,0.0,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0
6133,Maruti Ignis 1.2 Delta BSIV,2018.0,480000.0,20375.0,Petrol,Dealer,Manual,0.0,20.89,1197.0,81.8,113Nm@ 4200rpm,5.0
6134,Maruti Swift ZDI Plus,2013.0,450000.0,43978.0,Diesel,Dealer,Manual,1.0,28.4,1248.0,74.0,190Nm@ 2000rpm,5.0
6135,Maruti Swift Dzire Tour LDI,2017.0,520000.0,28832.0,Diesel,Dealer,Manual,0.0,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0
6136,Ford Figo Titanium Blu,2019.0,700000.0,3177.0,Petrol,Dealer,Manual,0.0,18.5,1194.0,94.93,119Nm@ 4250rpm,5.0
6137,Hyundai Grand i10 Magna,2015.0,400000.0,39414.0,Petrol,Dealer,Manual,0.0,18.9,1197.0,81.86,113.75nm@ 4000rpm,5.0
6138,Tata Indica V2 GLX BSIII,2012.0,200000.0,30078.0,Petrol,Dealer,Manual,0.0,15.3,1396.0,70.0,"12.4@ 2,600(kgm@ rpm)",5.0
6139,Hyundai EON Magna Plus Option,2012.0,250000.0,44588.0,Petrol,Dealer,Manual,0.0,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0
6140,Maruti Celerio ZXI,2015.0,400000.0,49907.0,Petrol,Dealer,Manual,0.0,21.63,998.0,67.04,90Nm@ 3500rpm,5.0
6141,Maruti Swift VXI,2013.0,371000.0,67082.0,Petrol,Dealer,Manual,1.0,21.21,1197.0,81.8,113Nm@ 4200rpm,5.0
6142,Hyundai Grand i10 Asta Option,2016.0,450000.0,40000.0,Petrol,Individual,Manual,0.0,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0
6143,Ford EcoSport 1.5 Diesel Titanium BSIV,2016.0,570000.0,112879.0,Diesel,Dealer,Manual,1.0,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5.0
6144,Honda Brio S MT,2013.0,300000.0,80000.0,Petrol,Individual,Manual,1.0,19.4,1198.0,86.8,109Nm@ 4500rpm,5.0
6145,Hyundai i20 1.2 Asta,2017.0,620000.0,25000.0,Petrol,Individual,Manual,0.0,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0
6146,Honda City i-VTEC V,2018.0,949000.0,10200.0,Petrol,Individual,Manual,0.0,17.4,1497.0,117.6,145Nm@ 4600rpm,5.0
6147,Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018.0,750000.0,60000.0,Diesel,Individual,Manual,0.0,16.5,1493.0,70.0,195Nm@ 1400-2200rpm,7.0
6148,Maruti Celerio VXI,2017.0,350000.0,20000.0,Petrol,Individual,Manual,1.0,23.1,998.0,67.04,90Nm@ 3500rpm,5.0
6149,Mahindra XUV500 W10 2WD,2017.0,1250000.0,60000.0,Diesel,Individual,Manual,0.0,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
6150,Renault KWID 1.0,2016.0,270000.0,30000.0,Petrol,Individual,Manual,2.0,23.01,999.0,67.0,91Nm@ 4250rpm,5.0
6151,Hyundai EON Magna Plus,2013.0,235000.0,40000.0,Petrol,Individual,Manual,1.0,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0
6152,Maruti Swift VXI Optional,2016.0,500000.0,60000.0,Petrol,Individual,Manual,0.0,20.4,1197.0,81.8,113Nm@ 4200rpm,5.0
6153,Maruti Alto LXi,2012.0,220000.0,111000.0,Petrol,Individual,Manual,0.0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
6154,Maruti Swift Dzire LDIX Limited Edition,2014.0,380000.0,70000.0,Diesel,Individual,Manual,1.0,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0
6155,Maruti Alto K10 2010-2014 VXI,2010.0,160000.0,100000.0,Petrol,Individual,Manual,2.0,20.92,998.0,67.1,90Nm@ 3500rpm,5.0
6156,Maruti Alto K10 2010-2014 VXI,2010.0,160000.0,100000.0,Petrol,Individual,Manual,2.0,20.92,998.0,67.1,90Nm@ 3500rpm,5.0
6157,Hyundai EON 1.0 Era Plus,2017.0,339000.0,25000.0,Petrol,Individual,Manual,0.0,20.3,998.0,68.05,94.14Nm@ 3500rpm,5.0
6158,Ford Fiesta Classic 1.6 Duratec CLXI,2011.0,229999.0,100000.0,Petrol,Individual,Manual,0.0,15.3,1596.0,99.6,146Nm@ 3400rpm,5.0
6159,Mahindra KUV 100 mFALCON D75 K2 Plus,2016.0,400000.0,35000.0,Diesel,Individual,Manual,0.0,25.32,1198.0,77.0,190Nm@ 1750-2250rpm,6.0
6160,Hyundai Xcent 1.2 CRDi E Plus,2018.0,470000.0,25000.0,Diesel,Individual,Manual,0.0,25.4,1186.0,73.97,190.24nm@ 1750-2250rpm,5.0
6161,Maruti 800 Std,2003.0,45000.0,58000.0,Petrol,Individual,Manual,0.0,16.1,796.0,37.0,59Nm@ 2500rpm,4.0
6162,Ford Aspire Titanium BSIV,2019.0,575000.0,20000.0,Petrol,Individual,Manual,0.0,19.4,1194.0,94.93,120Nm@ 4250rpm,5.0
6163,Datsun RediGO SV 1.0,2019.0,325000.0,1300.0,Petrol,Individual,Manual,0.0,22.5,999.0,67.0,91Nm@ 4250rpm,5.0
6164,Maruti 800 AC,1997.0,50000.0,120000.0,Petrol,Individual,Manual,1.0,16.1,796.0,37.0,59Nm@ 2500rpm,4.0
6165,Maruti Wagon R VXI BS IV,2014.0,350000.0,15000.0,Petrol,Individual,Manual,0.0,20.51,998.0,67.04,90Nm@ 3500rpm,5.0
6166,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017.0,2711000.0,9000.0,Diesel,Dealer,Automatic,0.0,13.6,1999.0,177.0,430Nm@ 1750-2500rpm,5.0
6167,Lexus ES 300h,2019.0,5150000.0,20000.0,Petrol,Dealer,Automatic,0.0,22.37,2487.0,214.56,202Nm@ 3600-5200rpm,5.0
6168,Jaguar XF 2.0 Diesel Portfolio,2017.0,3200000.0,45000.0,Diesel,Dealer,Automatic,0.0,19.33,1999.0,177.0,430Nm@ 1750-2500rpm,5.0
6169,Tata Safari Storme EX,2015.0,503000.0,110000.0,Diesel,Individual,Manual,0.0,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7.0
6170,Volvo XC40 D4 Inscription BSIV,2019.0,3800000.0,20000.0,Diesel,Individual,Automatic,0.0,18.0,1969.0,190.0,400Nm,5.0
6171,Toyota Camry 2.5 Hybrid,2016.0,2000000.0,68089.0,Petrol,Trustmark Dealer,Automatic,0.0,19.16,2494.0,157.7,213Nm@ 4500rpm,5.0
6172,Maruti Wagon R LXI,2013.0,225000.0,58343.0,Petrol,Trustmark Dealer,Manual,0.0,21.79,998.0,67.05,90Nm@ 3500rpm,5.0
6173,Maruti Baleno Alpha 1.3,2018.0,740000.0,38817.0,Diesel,Dealer,Manual,0.0,27.39,1248.0,74.0,190Nm@ 2000rpm,5.0
6174,Honda Jazz VX,2016.0,550000.0,56494.0,Petrol,Trustmark Dealer,Manual,0.0,18.2,1199.0,88.7,110Nm@ 4800rpm,5.0
6175,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,750000.0,79328.0,Diesel,Trustmark Dealer,Manual,1.0,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7.0
6176,Maruti Swift AMT VVT VXI,2019.0,650000.0,5621.0,Petrol,Trustmark Dealer,Automatic,0.0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
6177,Toyota Etios VX,2017.0,625000.0,25538.0,Petrol,Trustmark Dealer,Manual,0.0,16.78,1496.0,88.73,132Nm@ 3000rpm,5.0
6178,Maruti Swift AMT ZXI,2018.0,600000.0,69779.0,Petrol,Dealer,Automatic,0.0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
6179,Hyundai Grand i10 1.2 CRDi Sportz,2017.0,450000.0,56290.0,Diesel,Dealer,Manual,0.0,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5.0
6180,BMW X4 M Sport X xDrive20d,2019.0,5400000.0,7500.0,Diesel,Dealer,Automatic,0.0,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5.0
6181,BMW X4 M Sport X xDrive20d,2019.0,5500000.0,8500.0,Diesel,Dealer,Automatic,0.0,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5.0
6182,Honda Amaze V CVT Petrol BSIV,2019.0,779000.0,7032.0,Petrol,Trustmark Dealer,Automatic,0.0,19.0,1199.0,88.76,110Nm@ 4800rpm,5.0
6183,Skoda Rapid 1.6 MPI AT Elegance,2016.0,645000.0,11000.0,Petrol,Dealer,Automatic,0.0,14.3,1598.0,103.5,153Nm@ 3800rpm,5.0
6184,Volvo V40 D3 R-Design,2018.0,2475000.0,2000.0,Diesel,Dealer,Automatic,0.0,16.8,1984.0,150.0,350Nm@ 1500-2750rpm,5.0
6185,Renault KWID RXT Optional,2016.0,300000.0,25000.0,Petrol,Individual,Manual,0.0,25.17,799.0,53.3,72Nm@ 4386rpm,5.0
6186,Nissan Terrano XL 110 PS,2014.0,540000.0,150000.0,Diesel,Individual,Manual,0.0,19.01,1461.0,108.5,248Nm@ 2250rpm,5.0
6187,Maruti Celerio ZXI Optional MT BSIV,2018.0,580000.0,10000.0,Petrol,Individual,Manual,0.0,23.1,998.0,67.04,90Nm@ 3500rpm,5.0
6188,Hyundai Creta 1.6 CRDi SX Option,2015.0,1000000.0,70000.0,Diesel,Individual,Manual,0.0,19.67,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0
6189,Tata Zest Quadrajet 1.3 75PS XM,2017.0,459999.0,80000.0,Diesel,Individual,Manual,0.0,22.95,1248.0,74.0,190Nm@ 1750-3000rpm,5.0
6190,Maruti Swift VDI BSIV,2015.0,635000.0,50000.0,Diesel,Individual,Manual,0.0,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0
6191,Hyundai Verna 1.6 SX,2014.0,650000.0,83000.0,Diesel,Individual,Manual,2.0,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0
6192,Maruti Swift Dzire VDI,2013.0,525000.0,116000.0,Diesel,Individual,Manual,1.0,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0
6193,Fiat Grande Punto EVO 1.2 Dynamic,2015.0,350000.0,60000.0,Petrol,Individual,Manual,2.0,15.8,1172.0,67.1,96Nm@ 2500rpm,5.0
6194,Maruti Swift Dzire ZDi,2008.0,320000.0,175802.0,Diesel,Individual,Manual,2.0,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0
6195,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006.0,450000.0,192000.0,Diesel,Individual,Manual,3.0,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0
6196,Volkswagen Vento Petrol Trendline,2011.0,227000.0,73840.0,Petrol,Individual,Manual,0.0,15.04,1598.0,103.6,153Nm@ 3800rpm,5.0
6197,Mahindra Bolero DI DX 8 Seater,2011.0,325000.0,162000.0,Diesel,Individual,Manual,1.0,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,8.0
6198,Datsun RediGO AMT 1.0 S,2018.0,275000.0,20000.0,Petrol,Individual,Automatic,0.0,23.0,999.0,67.0,91Nm@ 4250rpm,5.0
6199,Hyundai Grand i10 Magna,2013.0,300000.0,75000.0,Petrol,Individual,Manual,2.0,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0
6200,Mahindra Scorpio SLE BSIII,2011.0,400000.0,320000.0,Diesel,Individual,Manual,2.0,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,8.0
6201,Volkswagen Vento 1.5 TDI Highline,2015.0,550000.0,120000.0,Diesel,Individual,Manual,1.0,20.34,1498.0,103.2,250Nm@ 1500-2500rpm,5.0
6202,Maruti Swift VXI Optional,2016.0,550000.0,20000.0,Petrol,Individual,Manual,0.0,20.4,1197.0,81.8,113Nm@ 4200rpm,5.0
6203,Skoda Rapid Monte Carlo 1.5 TDI AT BSIV,2017.0,900000.0,40000.0,Diesel,Individual,Automatic,0.0,21.66,1498.0,108.6,250Nm@ 1500-2500rpm,5.0
6204,Maruti Alto LXi BSIII,2010.0,165000.0,20000.0,Petrol,Individual,Manual,0.0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
6205,Hyundai EON Magna Plus,2014.0,210000.0,70000.0,Petrol,Individual,Manual,0.0,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0
6206,Renault Duster 110PS Diesel RxL Explore,2016.0,650000.0,30000.0,Diesel,Individual,Manual,0.0,19.64,1461.0,108.45,245Nm@ 1750rpm,5.0
6207,Mahindra XUV500 W8 2WD,2014.0,680000.0,120000.0,Diesel,Individual,Manual,0.0,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
6208,Renault KWID 1.0 RXT BSIV,2019.0,390000.0,25000.0,Petrol,Individual,Manual,0.0,23.01,999.0,67.0,91Nm@ 4250rpm,5.0
6209,Renault KWID RXL,2016.0,260000.0,80000.0,Petrol,Individual,Manual,0.0,25.17,799.0,53.3,72Nm@ 4386rpm,5.0
6210,Maruti Swift Dzire VXI,2013.0,450000.0,67000.0,Petrol,Individual,Manual,0.0,19.1,1197.0,85.8,114Nm@ 4000rpm,5.0
6211,Hyundai i10 Era,2008.0,130000.0,120000.0,Petrol,Individual,Manual,1.0,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5.0
6212,Maruti Vitara Brezza ZDi,2019.0,890000.0,9000.0,Diesel,Individual,Manual,0.0,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0
6213,Volvo XC40 D4 Inscription BSIV,2019.0,3800000.0,20000.0,Diesel,Individual,Automatic,0.0,18.0,1969.0,190.0,400Nm,5.0
6214,Volkswagen Jetta 1.6 Trendline,2010.0,225000.0,80000.0,Petrol,Individual,Manual,1.0,14.0,1595.0,102.0,"15@ 3,800(kgm@ rpm)",5.0
6215,Toyota Fortuner 2.8 4WD AT BSIV,2018.0,3200000.0,60000.0,Diesel,Individual,Automatic,0.0,15.04,2755.0,174.5,450Nm@ 1600-2400rpm,7.0
6216,Tata Manza Aura (ABS) Quadrajet BS IV,2010.0,210000.0,120000.0,Diesel,Individual,Manual,0.0,21.12,1248.0,88.8,200Nm@ 1750-3000rpm,5.0
6217,Toyota Land Cruiser Prado VX L,2014.0,3500000.0,60000.0,Diesel,Individual,Automatic,0.0,11.0,2982.0,170.3,410Nm@ 1600-2800rpm,7.0
6218,Honda City i DTEC VX,2014.0,750000.0,80000.0,Diesel,Individual,Manual,1.0,25.1,1498.0,98.6,200Nm@ 1750rpm,5.0
6219,Chevrolet Tavera Neo LS B3 - 10 seats BSIII,2011.0,350000.0,120000.0,Diesel,Individual,Manual,1.0,12.2,2499.0,80.0,"19@ 1,800(kgm@ rpm)",10.0
6220,Honda Civic ZX,2019.0,2000000.0,24857.0,Petrol,Dealer,Automatic,-1.0,16.5,1799.0,139.46,174Nm@ 4300rpm,5.0
6221,Hyundai EON 1.0 Era Plus,2017.0,270000.0,26442.0,Petrol,Individual,Manual,0.0,20.3,998.0,68.05,94.14Nm@ 3500rpm,5.0
6222,Maruti Ertiga BSIV VXI,2017.0,700000.0,35000.0,Petrol,Individual,Manual,0.0,17.5,1373.0,91.1,130Nm@ 4000rpm,7.0
6223,Maruti Alto LXi,2010.0,130000.0,28000.0,Petrol,Individual,Manual,1.0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
6224,Maruti Ertiga ZDI,2015.0,650000.0,80000.0,Diesel,Individual,Manual,0.0,20.77,1248.0,88.8,200Nm@ 1750rpm,7.0
6225,Maruti Alto LX,2005.0,55000.0,39000.0,Petrol,Individual,Manual,0.0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
6226,Maruti Wagon R AMT VXI Plus,2017.0,475000.0,20000.0,Petrol,Individual,Automatic,0.0,20.51,998.0,67.0,90Nm@ 3500rpm,5.0
6227,Nissan Sunny Diesel XL,2013.0,325000.0,50000.0,Diesel,Individual,Manual,0.0,21.64,1461.0,84.8,200Nm@ 2000rpm,5.0
6228,Honda Jazz 1.2 V AT i VTEC Privilege,2017.0,615000.0,40000.0,Petrol,Individual,Automatic,0.0,19.0,1199.0,88.7,110Nm@ 4800rpm,5.0
6229,Hyundai Grand i10 Sportz,2015.0,390000.0,15000.0,Petrol,Individual,Manual,0.0,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0
6230,Maruti Swift AMT ZXI Plus BSIV,2019.0,650000.0,15000.0,Petrol,Individual,Automatic,0.0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
6231,Maruti Swift VXI Optional,2015.0,440000.0,30000.0,Petrol,Individual,Manual,0.0,20.4,1197.0,81.8,113Nm@ 4200rpm,5.0
6232,Honda City i DTEC V,2014.0,600000.0,70000.0,Diesel,Individual,Manual,0.0,26.0,1498.0,98.6,200Nm@ 1750rpm,5.0
6233,Chevrolet Spark 1.0 LT,2012.0,170000.0,80000.0,Petrol,Individual,Manual,0.0,16.2,995.0,62.1,90.3Nm@ 4200rpm,5.0
6234,Mahindra Bolero 2011-2019 DI - AC BS III,2013.0,499000.0,80000.0,Diesel,Individual,Manual,0.0,15.96,2523.0,63.0,180Nm@ 1440-1500rpm,9.0
6235,Hyundai i20 Asta 1.4 CRDi,2012.0,525000.0,120000.0,Diesel,Individual,Manual,0.0,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0
6236,Nissan Terrano XL Plus 85 PS,2015.0,580000.0,90000.0,Diesel,Individual,Manual,0.0,20.45,1461.0,83.8,200Nm@ 1900rpm,5.0
6237,Chevrolet Enjoy 1.3 TCDi LS 7,2016.0,420000.0,110000.0,Diesel,Individual,Manual,1.0,18.2,1248.0,73.74,172.5Nm@ 1750rpm,7.0
6238,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015.0,1300000.0,120000.0,Diesel,Individual,Manual,0.0,12.99,2494.0,100.6,200Nm@ 1400-3400rpm,7.0
6239,Hyundai Verna 1.6 CRDi S,2016.0,800000.0,80000.0,Diesel,Individual,Manual,0.0,23.9,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0
6240,Maruti Swift VXI,2020.0,600000.0,5000.0,Petrol,Individual,Manual,0.0,21.21,1197.0,81.8,113Nm@ 4200rpm,5.0
6241,Honda Brio 1.2 E MT,2017.0,400000.0,50000.0,Petrol,Individual,Manual,0.0,18.5,1198.0,86.8,109Nm@ 4500rpm,5.0
6242,Maruti Swift Dzire VDI,2017.0,700000.0,65000.0,Diesel,Individual,Manual,0.0,26.59,1248.0,74.0,190Nm@ 2000rpm,5.0
6243,Maruti Baleno Alpha 1.3,2017.0,800000.0,35000.0,Diesel,Individual,Manual,0.0,27.39,1248.0,74.0,190Nm@ 2000rpm,5.0
6244,Honda Jazz 1.5 V i DTEC,2015.0,600000.0,90000.0,Diesel,Individual,Manual,0.0,27.3,1498.0,98.6,200Nm@ 1750rpm,5.0
6245,Maruti Swift VDI BSIV,2016.0,580000.0,100000.0,Diesel,Individual,Manual,0.0,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0
6246,Renault KWID RXT,2016.0,350000.0,15000.0,Petrol,Individual,Manual,0.0,25.17,799.0,53.3,72Nm@ 4386rpm,5.0
6247,Ford Figo Diesel ZXI,2011.0,204999.0,147000.0,Diesel,Individual,Manual,0.0,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0
6248,Mahindra XUV500 W10 2WD,2017.0,1350000.0,20000.0,Diesel,Individual,Manual,0.0,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
6249,Hyundai i20 Asta 1.4 CRDi (Diesel),2009.0,310000.0,120000.0,Diesel,Individual,Manual,1.0,23.0,1396.0,90.0,22.4 kgm at 1750-2750rpm,5.0
6250,Toyota Innova 2.5 V Diesel 7-seater,2011.0,700000.0,250000.0,Diesel,Individual,Manual,1.0,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0
6251,Ford Figo 1.5D Titanium Opt MT,2016.0,459999.0,69000.0,Diesel,Individual,Manual,1.0,25.83,1498.0,99.0,215Nm@ 1750-3000rpm,5.0
6252,Maruti Ciaz ZDi Plus SHVS,2017.0,860000.0,80000.0,Diesel,Individual,Manual,0.0,28.09,1248.0,88.5,200Nm@ 1750rpm,5.0
6253,Hyundai i10 LPG,2012.0,275000.0,97000.0,LPG,Individual,Manual,2.0,19.0,1086.0,68.1,99.1Nm@ 4500rpm,5.0
6254,Renault KWID RXT Optional,2016.0,390000.0,15000.0,Petrol,Individual,Manual,0.0,25.17,799.0,53.3,72Nm@ 4386rpm,5.0
6255,Tata Hexa XT,2018.0,1525000.0,50000.0,Diesel,Individual,Manual,0.0,17.6,2179.0,153.86,400Nm@ 1750-2500rpm,7.0
6256,Maruti Alto LX BSIII,2005.0,110000.0,50800.0,Petrol,Dealer,Manual,1.0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
6257,Maruti Celerio ZXI MT BSIV,2017.0,484999.0,10000.0,Petrol,Dealer,Manual,0.0,23.1,998.0,67.04,90Nm@ 3500rpm,5.0
6258,BMW 6 Series GT 630d Luxury Line,2018.0,5830000.0,30000.0,Diesel,Individual,Automatic,0.0,17.09,2993.0,261.4,620Nm@ 2000-2500rpm,4.0
6259,Maruti Alto LXi,2012.0,185000.0,60000.0,Petrol,Individual,Manual,1.0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
6260,Hyundai Xcent 1.1 CRDi SX Option,2018.0,665000.0,40142.0,Diesel,Dealer,Manual,0.0,24.4,1120.0,71.0,180.4Nm@ 1750-2500rpm,5.0
6261,Hyundai i20 1.2 Asta,2019.0,721000.0,9400.0,Petrol,Dealer,Manual,0.0,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0
6262,Mahindra KUV 100 D75 K6 Plus 5Str,2016.0,390000.0,62000.0,Diesel,Dealer,Manual,0.0,25.32,1198.0,77.0,190Nm@ 1750-2250rpm,5.0
6263,Tata Manza Aura (ABS) Quadrajet,2011.0,190000.0,90000.0,Diesel,Dealer,Manual,0.0,18.8,1248.0,90.0,200Nm@ 1750-3000rpm,5.0
6264,Mahindra Thar CRDe,2019.0,975000.0,12584.0,Diesel,Dealer,Manual,0.0,16.55,2498.0,105.0,247Nm@ 1800-2000rpm,6.0
6265,Datsun GO A Petrol,2016.0,275000.0,49000.0,Petrol,Dealer,Manual,0.0,19.02,1198.0,67.05,104Nm@ 4000rpm,5.0
6266,Maruti Alto 800 VXI BSIV,2016.0,315000.0,32000.0,Petrol,Dealer,Manual,0.0,24.7,796.0,47.3,69Nm@ 3500rpm,5.0
6267,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019.0,685000.0,4300.0,Petrol,Dealer,Manual,0.0,18.6,1197.0,81.86,117nm@ 4000rpm,5.0
6268,Maruti Swift VXI,2019.0,595000.0,14548.0,Petrol,Dealer,Manual,0.0,21.21,1197.0,81.8,113Nm@ 4200rpm,5.0
6269,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018.0,900000.0,44772.0,Diesel,Dealer,Manual,1.0,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5.0
6270,Maruti Ertiga ZDI Plus,2018.0,950000.0,48500.0,Diesel,Dealer,Manual,0.0,25.47,1248.0,88.5,200Nm@ 1750rpm,7.0
6271,Maruti Alto 800 LXI BSIV,2016.0,275000.0,38000.0,Petrol,Dealer,Manual,0.0,24.7,796.0,47.3,69Nm@ 3500rpm,5.0
6272,Hyundai i20 2015-2017 Magna 1.2,2017.0,570000.0,28782.0,Petrol,Dealer,Manual,0.0,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0
6273,Hyundai i20 Asta 1.2,2018.0,700000.0,28451.0,Petrol,Dealer,Manual,0.0,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0
6274,Maruti Vitara Brezza ZDi,2018.0,910000.0,36500.0,Diesel,Dealer,Manual,0.0,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0
6275,Maruti Swift Dzire VDI Optional,2018.0,751000.0,44885.0,Diesel,Dealer,Manual,0.0,26.59,1248.0,74.0,190Nm@ 2000rpm,5.0
6276,Hyundai EON Era,2014.0,225000.0,35000.0,Petrol,Individual,Manual,0.0,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0
6277,Tata Indica Vista Terra 1.4 TDI,2009.0,135000.0,110000.0,Diesel,Individual,Manual,1.0,17.0,1405.0,71.0,135Nm@ 2500rpm,5.0
6278,Maruti Ertiga ZDI Plus,2017.0,825000.0,79000.0,Diesel,Dealer,Manual,0.0,25.47,1248.0,88.5,200Nm@ 1750rpm,7.0
6279,Toyota Fortuner 4x2 AT,2015.0,1650000.0,91000.0,Diesel,Dealer,Automatic,1.0,12.55,2982.0,168.5,360Nm@ 1400-3200rpm,7.0
6280,Maruti Vitara Brezza ZDi,2018.0,875000.0,50000.0,Diesel,Dealer,Manual,0.0,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0
6281,Maruti Ciaz ZDi Plus SHVS,2016.0,650000.0,81000.0,Diesel,Dealer,Manual,1.0,28.09,1248.0,88.5,200Nm@ 1750rpm,5.0
6282,Jeep Compass 1.4 Limited,2019.0,1450000.0,22000.0,Petrol,Dealer,Automatic,0.0,16.0,1368.0,160.0,250Nm@ 1750-2500rpm,5.0
6283,Hyundai Creta 1.6 SX Diesel,2017.0,975000.0,41000.0,Diesel,Dealer,Manual,0.0,20.5,1582.0,126.2,259.87NM@ 1500-3000rpm,5.0
6284,Maruti Ertiga SHVS VDI,2019.0,925000.0,50000.0,Diesel,Dealer,Manual,0.0,24.52,1248.0,88.5,200Nm@ 1750rpm,7.0
6285,Maruti Ertiga ZDI,2016.0,725000.0,66000.0,Diesel,Dealer,Manual,0.0,20.77,1248.0,88.8,200Nm@ 1750rpm,7.0
6286,Maruti Ertiga VDI,2013.0,550000.0,65000.0,Diesel,Dealer,Manual,0.0,20.77,1248.0,88.76,200Nm@ 1750rpm,7.0
6287,Hyundai i20 Diesel Asta Option,2014.0,550000.0,76000.0,Diesel,Dealer,Manual,0.0,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0
6288,Toyota Innova 2.5 V Diesel 7-seater,2013.0,750000.0,95000.0,Diesel,Dealer,Manual,0.0,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0
6289,Honda City 1.5 V MT,2013.0,475000.0,55000.0,Petrol,Dealer,Manual,1.0,17.0,1497.0,118.0,146Nm at 4800 rpm,5.0
